L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,Charge,"λlum,nm",QY,"t, μs",solvent,"λabs,nm (most right)",eps,DOI,notes,примечания
CC1=[C-]C(C2=NC=CC3=C2C=CC4=C3C=CC(C)=C4)=CC(C)=C1,CC1=[C-]C(C2=NC=CC3=C2C=CC4=C3C=CC(C)=C4)=CC(C)=C1,O=C(/C=C([O-])/C(CC)CC)C(CC)CC,,,DR3,0,604,"0,95","0,73",toluene,,,10.1002/adfm.202214233,,
CC1=[C-]C(C2=NC=CC3=C2C=CC4=C3C=CC(C(C)(C)C)=C4)=CC(C)=C1,CC1=[C-]C(C2=NC=CC3=C2C=CC4=C3C=CC(C(C)(C)C)=C4)=CC(C)=C1,O=C(/C=C([O-])/C(CC)CC)C(CC)CC,,,DR4,0,605,"0,92","0,75",toluene,,,10.1002/adfm.202214233,,
CC1=[C-]C(C2=NC=CC3=C2C=CC4=C3C=CC([Si](C)(C)C)=C4)=CC(C)=C1,CC1=[C-]C(C2=NC=CC3=C2C=CC4=C3C=CC([Si](C)(C)C)=C4)=CC(C)=C1,O=C(/C=C([O-])/C(CC)CC)C(CC)CC,,,DR5,0,612,"0,98","0,71",toluene,,,10.1002/adfm.202214233,,
N#CC1=CN=C(C2=[C-]C=CC=C2)C=C1,N#CC1=CN=C(C2=[C-]C=CC=C2)C=C1,CC(=O)/C=C(/C)[O-],,,Ir(3-CN),0,587,"0,83","0,96",CH2Cl2,,,10.1021/acsami.3c07430,QY and lifetime measured in film,QY and lifetime measured in film
N#CC1=CC(C2=[C-]C=CC=C2)=NC=C1,N#CC1=CC(C2=[C-]C=CC=C2)=NC=C1,CC(=O)/C=C(/C)[O-],,,Ir(4-CN),0,625,"0,54","0,79",CH2Cl2,,,10.1021/acsami.3c07430,QY and lifetime measured in film,QY and lifetime measured in film
N#CC(C=C1)=C[C-]=C1C2=NC=CC=C2,N#CC(C=C1)=C[C-]=C1C2=NC=CC=C2,CC(=O)/C=C(/C)[O-],,,Ir(10-CN),0,544,"0,75","2,08",CH2Cl2,,,10.1021/acsami.3c07430,QY and lifetime measured in film,QY and lifetime measured in film
CC1=CC(C2=[C-]C=C(F)C=C2F)=NC=C1,CC1=CC(C2=[C-]C=C(F)C=C2F)=NC=C1,FC(C1=N[N-]C(C2=CC=CC=N2)=N1)(F)F,,,Ir-mm,0,454,"0,48","0,42",CH2Cl2,,,10.1039/d3nj03513a,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[O-]C(C=CC=C1)=C1C2=NC=CC=C2,,,A,0,545,"0,377","1,41",CH3CN,,,10.1039/d3dt02689b,,
COC1=CC=C(C2=NC=CC3=C2C=CC=C3)[C-]=C1,COC1=CC=C(C2=NC=CC3=C2C=CC=C3)[C-]=C1,c1cnc2c(c1)ccc1cccnc12,,F[P-](F)(F)(F)(F)F,Ir1,1,588,"2,38","0,22",CH2Cl2,,,10.1016/j.jorganchem.2023.122920,,
COC1=[C-]C(C2=NC=CC3=C2C=CC=C3)=CC(OC)=C1,COC1=[C-]C(C2=NC=CC3=C2C=CC=C3)=CC(OC)=C1,c1cnc2c(c1)ccc1cccnc12,,F[P-](F)(F)(F)(F)F,Ir2,1,648,"6,56","0,12",CH2Cl2,,,10.1016/j.jorganchem.2023.122920,,
COC1=C(OC)C=C(C2=NC=CC3=C2C=CC=C3)[C-]=C1OC,COC1=C(OC)C=C(C2=NC=CC3=C2C=CC=C3)[C-]=C1OC,c1cnc2c(c1)ccc1cccnc12,,F[P-](F)(F)(F)(F)F,Ir3,1,622,"5,18","0,19",CH2Cl2,,,10.1016/j.jorganchem.2023.122920,,
FC(C(C=C1)=C[C-]=C1C2=NC=CC=N2)(F)F,FC(C(C=C1)=C[C-]=C1C2=NC=CC=N2)(F)F,[O-]/C(C1=CC=C(C(F)(F)F)C=C1)=N\C2=NN=C(C3=CC=CC=C3)O2,,,Ir1,0,506,"0,094","2,19",CH2Cl2,,,10.1016/j.dyepig.2023.111738,,
FC(C(C=C1)=C[C-]=C1C2=NC=CC=N2)(F)F,FC(C(C=C1)=C[C-]=C1C2=NC=CC=N2)(F)F,[O-]/C(C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)=N\C2=NN=C(C3=CC=CC=C3)O2,,,Ir2,0,506,"0,008","1,25",CH2Cl2,,,10.1016/j.dyepig.2023.111738,,
FC(C1=CC(C2=NC=CC=N2)=[C-]C(C(F)(F)F)=C1)(F)F,FC(C1=CC(C2=NC=CC=N2)=[C-]C(C(F)(F)F)=C1)(F)F,[O-]/C(C1=CC=C(C(F)(F)F)C=C1)=N\C2=NN=C(C3=CC=CC=C3)O2,,,Ir3,0,496,"0,013","1,24",CH2Cl2,,,10.1016/j.dyepig.2023.111738,,
FC(C1=CC(C2=NC=CC=N2)=[C-]C(C(F)(F)F)=C1)(F)F,FC(C1=CC(C2=NC=CC=N2)=[C-]C(C(F)(F)F)=C1)(F)F,[O-]/C(C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)=N\C2=NN=C(C3=CC=CC=C3)O2,,,Ir4,0,531,"0,006","1,09",CH2Cl2,,,10.1016/j.dyepig.2023.111738,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[S-]C(N(CC)CC)=S,,,Ir1@DEDTC,0,550,"0,107","0,0013",CH3CN,,,10.1021/acs.inorgchem.3c02942,lifetime measured in DMSO,lifetime measured in DMSO
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[S-]C(N1CCOCC1)=S,,,Ir1@MORDTC,0,550,"0,0046","0,00218",CH3CN,,,10.1021/acs.inorgchem.3c02942,lifetime measured in DMSO,lifetime measured in DMSO
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[S-]C(OC)=S,,,Ir1@MEDTC,0,550,"0,085","0,00578",CH3CN,,,10.1021/acs.inorgchem.3c02942,lifetime measured in DMSO,lifetime measured in DMSO
C1(C2=[C-]C=CS2)=CC=CC=N1,C1(C2=[C-]C=CS2)=CC=CC=N1,[S-]C(N(CC)CC)=S,,,Ir2@DEDTC,0,610,"0,025","0,146",CH3CN,,,10.1021/acs.inorgchem.3c02942,lifetime measured in DMSO,lifetime measured in DMSO
C1(C2=[C-]C=CS2)=CC=CC=N1,C1(C2=[C-]C=CS2)=CC=CC=N1,[S-]C(N1CCOCC1)=S,,,Ir2@MORDTC,0,610,"0,022","0,109",CH3CN,,,10.1021/acs.inorgchem.3c02942,lifetime measured in DMSO,lifetime measured in DMSO
O=CC(C=C1)=C[C-]=C1C2=NC=CC=C2,O=CC(C=C1)=C[C-]=C1C2=NC=CC=C2,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,,[Cl-],IrA1,1,551,"0,1383",,CH3OH,,,10.1021/acs.jmedchem.3c01875,,
C1(C2=[C-]C=C(C3=NC4=C(C=CC=C4)S3)C=C2)=NC=CC=C1,C1(C2=[C-]C=C(C3=NC4=C(C=CC=C4)S3)C=C2)=NC=CC=C1,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,,[Cl-],IrA2,1,548,"0,0633",,CH3OH,,,10.1021/acs.jmedchem.3c01875,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=CC1=CC=NC(C2=CC(C=O)=CC=N2)=C1,,[Cl-],IrB1,1,589,"0,0124",,CH3OH,,,10.1021/acs.jmedchem.3c01875,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C1(C2=NC(C=CC=C3)=C3S2)=CC=NC(C4=CC(C5=NC6=C(C=CC=C6)S5)=CC=N4)=C1,,[Cl-],IrB2,1,624,"0,0441",,CH3OH,,,10.1021/acs.jmedchem.3c01875,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C1(C(C=CC=C2)=C2C3=C4C=CC=C3)=C4N=C(C5=NC(C=CC=C6)=C6C=C5)N1C7=CC=CC=C7,,FC(F)(F)[S-](=O)(=O)=O,Ir(NC2)2(NN1),1,635,"0,2","2,22",CH2Cl2,,,10.1021/acs.inorgchem.3c02915,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C1(C(C=CC=N2)=C2C3=C4C=CC=N3)=C4N=C(C5=NC(C=CC=C6)=C6C=C5)N1C7=CC=CC=C7,,FC(F)(F)[S-](=O)(=O)=O,Ir(NC2)2(NN2),1,588,"0,56","0,58",CH2Cl2,,,10.1021/acs.inorgchem.3c02915,dual coordination mode of the L3 ligand is potentially possible,dual coordination mode of the L3 ligand is potentially possible
C12=C(N=CC=N2)C3=C4C5=C1[C-]=CC=C5C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)=C(C9=CC=C(N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C9)C4=CC=C3,C12=C(N=CC=N2)C3=C4C5=C1[C-]=CC=C5C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)=C(C9=CC=C(N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C9)C4=CC=C3,CC(=O)/C=C(/C)[O-],,,(PyPz-TPA)2-Ir(acac),0,697,"0,09","0,27",CH2Cl2,,,10.1016/j.cej.2023.146031,,
C12=C(N=C(C=CC=C3)C3=N2)C4=C5C6=C1[C-]=CC=C6C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)=C(C%10=CC=C(N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C%10)C5=CC=C4,C12=C(N=C(C=CC=C3)C3=N2)C4=C5C6=C1[C-]=CC=C6C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)=C(C%10=CC=C(N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C%10)C5=CC=C4,CC(=O)/C=C(/C)[O-],,,(PyQl-TPA)2-Ir(acac),0,802,"0,21","0,29",CH2Cl2,,,10.1016/j.cej.2023.146031,,
NC(CC=C)C(C=C1)=CN=C1C2=CC=CC=[C-]2,NC(CC=C)C(C=C1)=CN=C1C2=CC=CC=[C-]2,O=C([O-])c1ccccn1,,,IrHAA,0,530,"0,0281",,CH3CN,,,10.1039/d3ra06936b,,
O=CC(C=C1)=CN=C1C2=CC=CC=[C-]2,O=CC(C=C1)=CN=C1C2=CC=CC=[C-]2,O=C([O-])c1ccccn1,,,IrCHO,0,610,"0,0153",,CH3CN,,,10.1039/d3ra06936b,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C1(C2=CC=CC=N2)=C(N=C(C=CC=C3)C3=N1)C4=CC=CC=N4,,F[P-](F)(F)(F)(F)F,Ir1,1,718,"0,003",,CH3CN,,,10.1002/zaac.202300169,,
FC(C=C1F)=C[C-]=C1C2=NC=C(C(F)(F)F)C=C2,FC(C=C1F)=C[C-]=C1C2=NC=C(C(F)(F)F)C=C2,C1(C2=CC=CC=N2)=C(N=C(C=CC=C3)C3=N1)C4=CC=CC=N4,,F[P-](F)(F)(F)(F)F,Ir2,1,629,"0,07",,CH3CN,,,10.1002/zaac.202300169,,
C1(C2=CC=CC=C2)=CN=C(C3=CC=CC=[C-]3)O1,C1(C2=CC=CC=C2)=CN=C(C3=CC=CC=[C-]3)O1,C1(C2=CC=CC=N2)=C(N=C(C=CC=C3)C3=N1)C4=CC=CC=N4,,F[P-](F)(F)(F)(F)F,Ir3,1,715,"0,006",,CH3CN,,,10.1002/zaac.202300169,,
C1(C2=CC=CC=C2)=C(N=C(C=CC=C3)C3=N1)C4=CC=CC=[C-]4,C1(C2=CC=CC=C2)=C(N=C(C=CC=C3)C3=N1)C4=CC=CC=[C-]4,C1(C2=CC=CC=N2)=C(N=C(C=CC=C3)C3=N1)C4=CC=CC=N4,,F[P-](F)(F)(F)(F)F,Ir4,1,658,"0,035",,CH3CN,,,10.1002/zaac.202300169,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[S-]/C(NCC(OC)=O)=C\C1=NC(C=CC=C2)=C2N1,,,5,0,524,"0,38",,CHCl3,,,10.1039/d3cc02296j,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[S-]/C(NC(CC1=CC=CC=C1)C(OC)=O)=C\C2=NC(C=CC=C3)=C3N2,,,6,0,524,"0,3",,CHCl3,,,10.1039/d3cc02296j,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[S-]/C(OCCCC)=C\C1=NC(C=CC=C2)=C2N1,,,8,0,500,"0,02",,CHCl3,,,10.1039/d3cc02296j,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[S-]/C(NCCO)=C\C1=NC(C=CC=C2)=C2N1,,,9,0,524,"0,22",,CHCl3,,,10.1039/d3cc02296j,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[S-]/C(NCC=C)=C\C1=NC(C=CC=C2)=C2N1,,,10,0,520,"0,24",,CHCl3,,,10.1039/d3cc02296j,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[S-]/C(NCC#C)=C\C1=NC(C=CC=C2)=C2N1,,,11,0,510,"0,067",,CHCl3,,,10.1039/d3cc02296j,,
CC1=C(N=C(C=CC=C2)C2=N1)C3=CC=CC=[C-]3,CC1=C(N=C(C=CC=C2)C2=N1)C3=CC=CC=[C-]3,O=C(/C=C([O-])/C(C)(C)C)C(C)(C)C,,,Ir-0,0,660,"0,117","0,07",2-MeTHF,,,10.1021/acs.inorgchem.9b02477,,
CC1=C(N=C(C=CC(C2=CC=C(C=C3)C4=C2C=CC5=C4C3=CC=C5)=C6)C6=N1)C7=CC=CC=[C-]7,CC1=C(N=C(C=CC(C2=CC=C(C=C3)C4=C2C=CC5=C4C3=CC=C5)=C6)C6=N1)C7=CC=CC=[C-]7,O=C(/C=C([O-])/C(C)(C)C)C(C)(C)C,,,Ir-1,0,673,"0,136","0,07",2-MeTHF,,,10.1021/acs.inorgchem.9b02477,,
CC1=C(N=C(C=C(C2=CC=C(C=C3)C4=C2C=CC5=C4C3=CC=C5)C=C6)C6=N1)C7=CC=CC=[C-]7,CC1=C(N=C(C=C(C2=CC=C(C=C3)C4=C2C=CC5=C4C3=CC=C5)C=C6)C6=N1)C7=CC=CC=[C-]7,O=C(/C=C([O-])/C(C)(C)C)C(C)(C)C,,,Ir-2,0,665,"0,189","0,08",2-MeTHF,,,10.1021/acs.inorgchem.9b02477,,
FC(C(C=C1)=C[C-]=C1C2=NC=CC3=C2C=CC=C3)(F)F,FC(C(C=C1)=C[C-]=C1C2=NC=CC3=C2C=CC=C3)(F)F,[O-]C1=CC=CC=C1C2=CN3C(C=CC=C3)=N2,,,2a,0,618,"0,399",,CH2Cl2,,,10.17344/acsi.2019.5242,,
FC(C(C=C1)=C[C-]=C1C2=NC=CC3=C2C=CC=C3)(F)F,FC(C(C=C1)=C[C-]=C1C2=NC=CC3=C2C=CC=C3)(F)F,[O-]C1=CC=CC=C1N2N=C(C=CC=C3)C3=C2,,,2b,0,628,"0,519",,CH2Cl2,,,10.17344/acsi.2019.5242,,
FC1=CC2=C(C(F)=C1)SC(C3=[C-]C=CC=C3)=N2,FC1=CC2=C(C(F)=C1)SC(C3=[C-]C=CC=C3)=N2,O=C([O-])c1ccccn1,,,(dfbt)2Ir(pic),0,572,"0,99","1,23",CH2Cl2,,,10.1177/1747519819889014,,
FC1=CC2=C(C(F)=C1)SC(C3=[C-]C=CC=C3)=N2,FC1=CC2=C(C(F)=C1)SC(C3=[C-]C=CC=C3)=N2,CC(=O)/C=C(/C)[O-],,,(dfbt)2Ir(acac),0,591,"0,549","0,98",CH2Cl2,,,10.1177/1747519819889014,,
CC(C=C(C)C=C1C)=C1N2C(C3=CC=CC=[C-]3)=NC=N2,CC(C=C(C)C=C1C)=C1N2C(C3=CC=CC=[C-]3)=NC=N2,CN1C(C2=CC=CC=N2)=NN=N1,,F[P-](F)(F)(F)(F)F,1,1,566,"0,074","0,065",CH3CN,,,10.1039/C9CC08545A,the atmosphere of measurements is not stated ,the atmosphere of measurements is not stated 
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,O=C(/C=C([O-])/C1=CC(C(C=CC=C2)=C2N3CC)=C3C=C1)C4=CC=C(C(C)(C)C)C=C4,,,(DfPPy)2Ir(PhCzKt),0,620,"0,064","0,074",CH2Cl2,,,10.1016/j.jlumin.2019.116655,,
CCC1(CC)c2ccccc2-c2c[c-]c(-c3nccs3)cc21,CCC1(CC)c2ccccc2-c2c[c-]c(-c3nccs3)cc21,CC(=O)/C=C(/C)[O-],,,3,,587,"0,47","1,47",CH2Cl2,,,10.1016/j.jorganchem.2016.11.018,,
[c-]1cc2c(cc1-c1nccs1)c1ccccc1n2-c1ccccc1,[c-]1cc2c(cc1-c1nccs1)c1ccccc1n2-c1ccccc1,CC(=O)/C=C(/C)[O-],,,4,,547,"0,29","1,4",CH2Cl2,,,10.1016/j.jorganchem.2016.11.018,,
[c-]1c(-c2nccs2)ccc2c1c1ccccc1n2-c1ccccc1,[c-]1c(-c2nccs2)ccc2c1c1ccccc1n2-c1ccccc1,CC(=O)/C=C(/C)[O-],,,5,,611,"0,26","1,21",CH2Cl2,,,10.1016/j.jorganchem.2016.11.018,,
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc(-c2ccc3ccccc3n2)nc1,,F[P-](F)(F)(F)(F)F,1,,625,"0,13","0,94",CH2Cl2,,,10.1021/acs.inorgchem.7b00467,,
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc(-c2ccc3ccc4ccccc4c3n2)nc1,,F[P-](F)(F)(F)(F)F,2,,593,"0,017","0,15",CH2Cl2,,,10.1021/acs.inorgchem.7b00467,,
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,,F[P-](F)(F)(F)(F)F,3,,657,"0,12","0,93",CH2Cl2,,,10.1021/acs.inorgchem.7b00467,,
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc2nc(-c3ccc4ccc5ccccc5c4n3)ccc2c1,,F[P-](F)(F)(F)(F)F,4,,645,"0,085","1,34",CH2Cl2,,,10.1021/acs.inorgchem.7b00467,,
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc(-c2ccc3cc4ccccc4cc3n2)nc1,,F[P-](F)(F)(F)(F)F,5,,938,,,CH2Cl2,,,10.1021/acs.inorgchem.7b00467,,
[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,[c-]1ccccc1-c1nc2c3cccc4ccc5cccc(c5c43)c2n1-c1ccccc1,c1ccc2cc3nc(-c4ccc5ccccc5n4)ccc3cc2c1,,F[P-](F)(F)(F)(F)F,6,,904,,,CH2Cl2,,,10.1021/acs.inorgchem.7b00467,,
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,[O-]c1ccccc1/C=N/c1ccccn1,,,1,,515,,,CH2Cl2,,,10.1039/c6ra24792j,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,[O-]c1ccccc1/C=N/c1ccccn1,,,2,,495,,,CH2Cl2,,,10.1039/c6ra24792j,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1,,[Cl-],Ir1,,587,"0,028","0,191",CH2Cl2,,,10.1039/C7DT01043E,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1,,[Cl-],Ir2,,588,"0,039","0,179",CH2Cl2,,,10.1039/C7DT01043E,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1F,,[Cl-],Ir3,,589,"0,032","0,188",CH2Cl2,,,10.1039/C7DT01043E,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1cc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc(F)c1F,,[Cl-],Ir4,,593,"0,029","0,187",CH2Cl2,,,10.1039/C7DT01043E,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1cc(F)c(F)c(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)c1F,,[Cl-],Ir5,,594,"0,033","0,2",CH2Cl2,,,10.1039/C7DT01043E,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1c(F)c(F)c(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)c(F)c1F,,[Cl-],Ir6,,600,"0,025","0,191",CH2Cl2,,,10.1039/C7DT01043E,,
FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)n1,FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)n1,[O-]c1ccccc1-c1nnc(-c2ccc(C(F)(F)F)cc2)o1,,,Ir1,,503,"0,9304","2,28",CH2Cl2,,,10.1039/c6dt03919g,,
FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)n1,FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)n1,[O-]c1ccccc1-c1nnc(-c2ccc(C(F)(F)F)cc2)s1,,,Ir2,,579,"0,2432","2,21",CH2Cl2,,,10.1039/c6dt03919g,,
C1(C2=[C-]C=CS2)=NC=CC=C1,C1(C2=[C-]C=CS2)=NC=CC=C1,BrC1=CC=NC(C2=CC(Br)=CC=N2)=C1,,F[P-](F)(F)(F)(F)F,Ir1,,633,"0,16","2,58",CH2Cl2,,,10.1016/j.ica.2019.119060,,
C1(C2=[C-]C=CS2)=NC=CC=C1,C1(C2=[C-]C=CS2)=NC=CC=C1,BrC(C=N1)=CC=C1C2=CC=C(Br)C=N2,,F[P-](F)(F)(F)(F)F,Ir2,,621,"0,37","2,59",CH2Cl2,,,10.1016/j.ica.2019.119060,,
C1(C2=[C-]C(C=CC=C3)=C3S2)=NC=CC=C1,C1(C2=[C-]C(C=CC=C3)=C3S2)=NC=CC=C1,BrC1=CC=NC(C2=CC(Br)=CC=N2)=C1,,F[P-](F)(F)(F)(F)F,Ir3,,617,"0,29","2,67",CH2Cl2,,,10.1016/j.ica.2019.119060,,
C1(C2=[C-]C(C=CC=C3)=C3S2)=NC=CC=C1,C1(C2=[C-]C(C=CC=C3)=C3S2)=NC=CC=C1,BrC(C=N1)=CC=C1C2=CC=C(Br)C=N2,,F[P-](F)(F)(F)(F)F,Ir4,,599,"0,16","2,68",CH2Cl2,,,10.1016/j.ica.2019.119060,,
C1(C2=[C-]C=CS2)=NC=CC=C1,C1(C2=[C-]C=CS2)=NC=CC=C1,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,,F[P-](F)(F)(F)(F)F,Ir5,,579,"0,26","2,61",CH2Cl2,,,10.1016/j.ica.2019.119060,,
C1(C2=[C-]C(C=CC=C3)=C3S2)=NC=CC=C1,C1(C2=[C-]C(C=CC=C3)=C3S2)=NC=CC=C1,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,,F[P-](F)(F)(F)(F)F,Ir6,,594,"0,12","2,51",CH2Cl2,,,10.1016/j.ica.2019.119060,,
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,O=CC1=C(C=CC=N2)C2=C(N=CC=C3)C3=C1,,[Cl-],[(pq)2Ir(phen-CHO)]Cl,,564,"0,23",,CH3CN,,,10.1016/j.jorganchem.2019.120874,,
[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,O=CC1=C(C=CC=N2)C2=C(N=CC=C3)C3=C1,,[Cl-],[(bzq)2Ir(phen-CHO)]Cl,,602,"0,12",,CH3CN,,,10.1016/j.jorganchem.2019.120874,,
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1cnc2c(c1)ccc1cn[n-]c12,,,1,,534,"0,42","69,8",CH3CN,,,10.1002/asia.201700556,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)ccc1cn[n-]c12,,,2,,530,"0,08","3,6",CH3CN,,,10.1002/asia.201700556,,
[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,c1cnc2c(c1)ccc1cn[n-]c12,,,3,,607,"0,38","2,1",CH3CN,,,10.1002/asia.201700556,,
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1cnc2c(c1)ccc1cn[n-]c12,,,4,,593,"0,04","1,3",CH3CN,,,10.1002/asia.201700556,,
Fc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1,Fc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1,CC(=O)/C=C(/C)[O-],,,1F-Ir,,495,"0,73",,CH2Cl2,,,10.1039/C6NJ03634A,,
Fc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)c(F)c1,Fc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)c(F)c1,CC(=O)/C=C(/C)[O-],,,2F-Ir,,495,"0,81",,CH2Cl2,,,10.1039/C6NJ03634A,,
Fc1[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc(F)c1F,Fc1[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc(F)c1F,CC(=O)/C=C(/C)[O-],,,3F-Ir,,498,"0,68",,CH2Cl2,,,10.1039/C6NJ03634A,,
[c-]1ccccc1-c1nc2ccccc2n1-c1ccccc1,[c-]1ccccc1-c1nc2ccccc2n1-c1ccccc1,CC(=O)/C=C(/C)[O-],,,0F-Ir,,520,"0,65",,CH2Cl2,,,10.1039/C6NJ03634A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=P([O-])(O)C1=CC=CC=N1,,,1,0,506,"0,46","0,56",CH3CN,,,10.1021/acsomega.9b02311,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=P([O-])(O)C1=C(C=CC=C2)C2=CC=N1,,,2,0,594,"0,09","0,66",CH3CN,,,10.1021/acsomega.9b02311,,
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,O=P([O-])(O)C1=CC=CC=N1,,,3,0,476,"0,58","0,63",CH3CN,,,10.1021/acsomega.9b02311,,
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,O=P([O-])(O)C1=C(C=CC=C2)C2=CC=N1,,,4,0,568,"0,02","0,97",CH3CN,,,10.1021/acsomega.9b02311,,
